Name,Weapon Name,Affinity (Dropdown),Affinity,Max Upgrade,Required (Str),Required (Dex),Required (Int),Required (Fai),Required (Arc),Physical Damage Type,Weight,Poise,Weapon Type,2H Dual-Wield
Occult Vulgar Militia Shotel,Vulgar Militia Shotel,Occult,Occult,25,14,16,0,0,0,Standard/Pierce,8,9.25,Halberd,No
Dragon Halberd,Dragon Halberd,None,-,10,22,10,0,0,0,Standard/Pierce,10.5,9.25,Halberd,No
Gargoyle's Halberd,Gargoyle's Halberd,None,None,25,26,10,0,0,0,Standard/Pierce,12,9.25,Halberd,No
Gargoyle's Heavy Halberd,Gargoyle's Halberd,Heavy,Heavy,25,26,10,0,0,0,Standard/Pierce,12,9.25,Halberd,No
Gargoyle's Keen Halberd,Gargoyle's Halberd,Keen,Keen,25,26,10,0,0,0,Standard/Pierce,12,9.25,Halberd,No
Gargoyle's Quality Halberd,Gargoyle's Halberd,Quality,Quality,25,26,10,0,0,0,Standard/Pierce,12,9.25,Halberd,No
Gargoyle's Fire Halberd,Gargoyle's Halberd,Fire,Fire,25,26,10,0,0,0,Standard/Pierce,12,9.25,Halberd,No
Gargoyle's Flame Art Halberd,Gargoyle's Halberd,Flame Art,Flame Art,25,26,10,0,0,0,Standard/Pierce,12,9.25,Halberd,No
Gargoyle's Lightning Halberd,Gargoyle's Halberd,Lightning,Lightning,25,26,10,0,0,0,Standard/Pierce,12,9.25,Halberd,No
Gargoyle's Sacred Halberd,Gargoyle's Halberd,Sacred,Sacred,25,26,10,0,0,0,Standard/Pierce,12,9.25,Halberd,No
Gargoyle's Magic Halberd,Gargoyle's Halberd,Magic,Magic,25,26,10,0,0,0,Standard/Pierce,12,9.25,Halberd,No
Gargoyle's Cold Halberd,Gargoyle's Halberd,Cold,Cold,25,26,10,0,0,0,Standard/Pierce,12,9.25,Halberd,No
Gargoyle's Poison Halberd,Gargoyle's Halberd,Poison,Poison,25,26,10,0,0,0,Standard/Pierce,12,9.25,Halberd,No
Gargoyle's Blood Halberd,Gargoyle's Halberd,Blood,Blood,25,26,10,0,0,0,Standard/Pierce,12,9.25,Halberd,No
Gargoyle's Occult Halberd,Gargoyle's Halberd,Occult,Occult,25,26,10,0,0,0,Standard/Pierce,12,9.25,Halberd,No
Gargoyle's Black Halberd,Gargoyle's Black Halberd,None,-,10,26,10,0,22,0,Standard/Pierce,12,9.25,Halberd,No
Scythe,Scythe,None,None,25,14,14,0,0,0,Slash,7.5,10,Reaper,No
Heavy Scythe,Scythe,Heavy,Heavy,25,14,14,0,0,0,Slash,7.5,10,Reaper,No
Keen Scythe,Scythe,Keen,Keen,25,14,14,0,0,0,Slash,7.5,10,Reaper,No
Quality Scythe,Scythe,Quality,Quality,25,14,14,0,0,0,Slash,7.5,10,Reaper,No
Fire Scythe,Scythe,Fire,Fire,25,14,14,0,0,0,Slash,7.5,10,Reaper,No
Flame Art Scythe,Scythe,Flame Art,Flame Art,25,14,14,0,0,0,Slash,7.5,10,Reaper,No
Lightning Scythe,Scythe,Lightning,Lightning,25,14,14,0,0,0,Slash,7.5,10,Reaper,No
Sacred Scythe,Scythe,Sacred,Sacred,25,14,14,0,0,0,Slash,7.5,10,Reaper,No
Magic Scythe,Scythe,Magic,Magic,25,14,14,0,0,0,Slash,7.5,10,Reaper,No
Cold Scythe,Scythe,Cold,Cold,25,14,14,0,0,0,Slash,7.5,10,Reaper,No
Poison Scythe,Scythe,Poison,Poison,25,14,14,0,0,0,Slash,7.5,10,Reaper,No
Blood Scythe,Scythe,Blood,Blood,25,14,14,0,0,0,Slash,7.5,10,Reaper,No
Occult Scythe,Scythe,Occult,Occult,25,14,14,0,0,0,Slash,7.5,10,Reaper,No
Grave Scythe,Grave Scythe,None,None,25,17,13,0,0,0,Slash,9.5,9.25,Reaper,No
Heavy Grave Scythe,Grave Scythe,Heavy,Heavy,25,17,13,0,0,0,Slash,9.5,9.25,Reaper,No
Keen Grave Scythe,Grave Scythe,Keen,Keen,25,17,13,0,0,0,Slash,9.5,9.25,Reaper,No
Quality Grave Scythe,Grave Scythe,Quality,Quality,25,17,13,0,0,0,Slash,9.5,9.25,Reaper,No
Fire Grave Scythe,Grave Scythe,Fire,Fire,25,17,13,0,0,0,Slash,9.5,9.25,Reaper,No
Flame Art Grave Scythe,Grave Scythe,Flame Art,Flame Art,25,17,13,0,0,0,Slash,9.5,9.25,Reaper,No
Lightning Grave Scythe,Grave Scythe,Lightning,Lightning,25,17,13,0,0,0,Slash,9.5,9.25,Reaper,No
Sacred Grave Scythe,Grave Scythe,Sacred,Sacred,25,17,13,0,0,0,Slash,9.5,9.25,Reaper,No
Magic Grave Scythe,Grave Scythe,Magic,Magic,25,17,13,0,0,0,Slash,9.5,9.25,Reaper,No
Cold Grave Scythe,Grave Scythe,Cold,Cold,25,17,13,0,0,0,Slash,9.5,9.25,Reaper,No
Poison Grave Scythe,Grave Scythe,Poison,Poison,25,17,13,0,0,0,Slash,9.5,9.25,Reaper,No
Blood Grave Scythe,Grave Scythe,Blood,Blood,25,17,13,0,0,0,Slash,9.5,9.25,Reaper,No
Occult Grave Scythe,Grave Scythe,Occult,Occult,25,17,13,0,0,0,Slash,9.5,9.25,Reaper,No
Halo Scythe,Halo Scythe,None,-,10,13,16,0,15,0,Slash,8.5,9.25,Reaper,No
Winged Scythe,Winged Scythe,None,-,10,16,16,0,24,0,Slash,7.5,10,Reaper,No
Whip,Whip,None,None,25,8,14,0,0,0,Strike,2,4,Whip,No
Heavy Whip,Whip,Heavy,Heavy,25,8,14,0,0,0,Strike,2,4,Whip,No
Keen Whip,Whip,Keen,Keen,25,8,14,0,0,0,Strike,2,4,Whip,No
Quality Whip,Whip,Quality,Quality,25,8,14,0,0,0,Strike,2,4,Whip,No
Fire Whip,Whip,Fire,Fire,25,8,14,0,0,0,Strike,2,4,Whip,No
Flame Art Whip,Whip,Flame Art,Flame Art,25,8,14,0,0,0,Strike,2,4,Whip,No
Lightning Whip,Whip,Lightning,Lightning,25,8,14,0,0,0,Strike,2,4,Whip,No
Sacred Whip,Whip,Sacred,Sacred,25,8,14,0,0,0,Strike,2,4,Whip,No
Magic Whip,Whip,Magic,Magic,25,8,14,0,0,0,Strike,2,4,Whip,No
Cold Whip,Whip,Cold,Cold,25,8,14,0,0,0,Strike,2,4,Whip,No
Poison Whip,Whip,Poison,Poison,25,8,14,0,0,0,Strike,2,4,Whip,No
Blood Whip,Whip,Blood,Blood,25,8,14,0,0,0,Strike,2,4,Whip,No
Occult Whip,Whip,Occult,Occult,25,8,14,0,0,0,Strike,2,4,Whip,No
Thorned Whip,Thorned Whip,None,None,25,8,16,0,0,0,Strike,2.5,4,Whip,No
Heavy Thorned Whip,Thorned Whip,Heavy,Heavy,25,8,16,0,0,0,Strike,2.5,4,Whip,No
Keen Thorned Whip,Thorned Whip,Keen,Keen,25,8,16,0,0,0,Strike,2.5,4,Whip,No
Quality Thorned Whip,Thorned Whip,Quality,Quality,25,8,16,0,0,0,Strike,2.5,4,Whip,No
Fire Thorned Whip,Thorned Whip,Fire,Fire,25,8,16,0,0,0,Strike,2.5,4,Whip,No
Flame Art Thorned Whip,Thorned Whip,Flame Art,Flame Art,25,8,16,0,0,0,Strike,2.5,4,Whip,No
Lightning Thorned Whip,Thorned Whip,Lightning,Lightning,25,8,16,0,0,0,Strike,2.5,4,Whip,No
Sacred Thorned Whip,Thorned Whip,Sacred,Sacred,25,8,16,0,0,0,Strike,2.5,4,Whip,No
Magic Thorned Whip,Thorned Whip,Magic,Magic,25,8,16,0,0,0,Strike,2.5,4,Whip,No
Cold Thorned Whip,Thorned Whip,Cold,Cold,25,8,16,0,0,0,Strike,2.5,4,Whip,No
Poison Thorned Whip,Thorned Whip,Poison,Poison,25,8,16,0,0,0,Strike,2.5,4,Whip,No
Blood Thorned Whip,Thorned Whip,Blood,Blood,25,8,16,0,0,0,Strike,2.5,4,Whip,No
Occult Thorned Whip,Thorned Whip,Occult,Occult,25,8,16,0,0,0,Strike,2.5,4,Whip,No
Magma Whip Candlestick,Magma Whip Candlestick,None,-,10,8,16,0,18,0,Strike,2.5,4,Whip,No
Hoslow's Petal Whip,Hoslow's Petal Whip,None,None,25,10,20,0,0,0,Strike,3.5,4,Whip,No
Hoslow's Heavy Petal Whip,Hoslow's Petal Whip,Heavy,Heavy,25,10,20,0,0,0,Strike,3.5,4,Whip,No
Hoslow's Keen Petal Whip,Hoslow's Petal Whip,Keen,Keen,25,10,20,0,0,0,Strike,3.5,4,Whip,No
Hoslow's Quality Petal Whip,Hoslow's Petal Whip,Quality,Quality,25,10,20,0,0,0,Strike,3.5,4,Whip,No
Hoslow's Fire Petal Whip,Hoslow's Petal Whip,Fire,Fire,25,10,20,0,0,0,Strike,3.5,4,Whip,No
Hoslow's Flame Art Petal Whip,Hoslow's Petal Whip,Flame Art,Flame Art,25,10,20,0,0,0,Strike,3.5,4,Whip,No
Hoslow's Lightning Petal Whip,Hoslow's Petal Whip,Lightning,Lightning,25,10,20,0,0,0,Strike,3.5,4,Whip,No
Hoslow's Sacred Petal Whip,Hoslow's Petal Whip,Sacred,Sacred,25,10,20,0,0,0,Strike,3.5,4,Whip,No
Hoslow's Magic Petal Whip,Hoslow's Petal Whip,Magic,Magic,25,10,20,0,0,0,Strike,3.5,4,Whip,No
Hoslow's Cold Petal Whip,Hoslow's Petal Whip,Cold,Cold,25,10,20,0,0,0,Strike,3.5,4,Whip,No
Hoslow's Poison Petal Whip,Hoslow's Petal Whip,Poison,Poison,25,10,20,0,0,0,Strike,3.5,4,Whip,No
Hoslow's Blood Petal Whip,Hoslow's Petal Whip,Blood,Blood,25,10,20,0,0,0,Strike,3.5,4,Whip,No
Hoslow's Occult Petal Whip,Hoslow's Petal Whip,Occult,Occult,25,10,20,0,0,0,Strike,3.5,4,Whip,No
Giant's Red Braid,Giant's Red Braid,None,-,10,18,12,0,21,0,Strike,2.5,4,Whip,No
Urumi,Urumi,None,None,25,10,19,0,0,0,Slash,3,8,Whip,No
Heavy Urumi,Urumi,Heavy,Heavy,25,10,19,0,0,0,Slash,3,8,Whip,No
Keen Urumi,Urumi,Keen,Keen,25,10,19,0,0,0,Slash,3,8,Whip,No
Quality Urumi,Urumi,Quality,Quality,25,10,19,0,0,0,Slash,3,8,Whip,No
Fire Urumi,Urumi,Fire,Fire,25,10,19,0,0,0,Slash,3,8,Whip,No
Flame Art Urumi,Urumi,Flame Art,Flame Art,25,10,19,0,0,0,Slash,3,8,Whip,No
Lightning Urumi,Urumi,Lightning,Lightning,25,10,19,0,0,0,Slash,3,8,Whip,No
Sacred Urumi,Urumi,Sacred,Sacred,25,10,19,0,0,0,Slash,3,8,Whip,No
Magic Urumi,Urumi,Magic,Magic,25,10,19,0,0,0,Slash,3,8,Whip,No
Cold Urumi,Urumi,Cold,Cold,25,10,19,0,0,0,Slash,3,8,Whip,No
Poison Urumi,Urumi,Poison,Poison,25,10,19,0,0,0,Slash,3,8,Whip,No
Blood Urumi,Urumi,Blood,Blood,25,10,19,0,0,0,Slash,3,8,Whip,No
Occult Urumi,Urumi,Occult,Occult,25,10,19,0,0,0,Slash,3,8,Whip,No
Caestus,Caestus,None,None,25,8,8,0,0,0,Strike,1.5,10,Fist,Yes
Heavy Caestus,Caestus,Heavy,Heavy,25,8,8,0,0,0,Strike,1.5,10,Fist,Yes
Keen Caestus,Caestus,Keen,Keen,25,8,8,0,0,0,Strike,1.5,10,Fist,Yes
Quality Caestus,Caestus,Quality,Quality,25,8,8,0,0,0,Strike,1.5,10,Fist,Yes
Fire Caestus,Caestus,Fire,Fire,25,8,8,0,0,0,Strike,1.5,10,Fist,Yes
Flame Art Caestus,Caestus,Flame Art,Flame Art,25,8,8,0,0,0,Strike,1.5,10,Fist,Yes
Lightning Caestus,Caestus,Lightning,Lightning,25,8,8,0,0,0,Strike,1.5,10,Fist,Yes
Sacred Caestus,Caestus,Sacred,Sacred,25,8,8,0,0,0,Strike,1.5,10,Fist,Yes
Magic Caestus,Caestus,Magic,Magic,25,8,8,0,0,0,Strike,1.5,10,Fist,Yes
Cold Caestus,Caestus,Cold,Cold,25,8,8,0,0,0,Strike,1.5,10,Fist,Yes
Poison Caestus,Caestus,Poison,Poison,25,8,8,0,0,0,Strike,1.5,10,Fist,Yes
Blood Caestus,Caestus,Blood,Blood,25,8,8,0,0,0,Strike,1.5,10,Fist,Yes
Occult Caestus,Caestus,Occult,Occult,25,8,8,0,0,0,Strike,1.5,10,Fist,Yes
Spiked Caestus,Spiked Caestus,None,None,25,8,10,0,0,0,Strike,2,10,Fist,Yes
Heavy Spiked Caestus,Spiked Caestus,Heavy,Heavy,25,8,10,0,0,0,Strike,2,10,Fist,Yes
Keen Spiked Caestus,Spiked Caestus,Keen,Keen,25,8,10,0,0,0,Strike,2,10,Fist,Yes
Quality Spiked Caestus,Spiked Caestus,Quality,Quality,25,8,10,0,0,0,Strike,2,10,Fist,Yes
Fire Spiked Caestus,Spiked Caestus,Fire,Fire,25,8,10,0,0,0,Strike,2,10,Fist,Yes
Flame Art Spiked Caestus,Spiked Caestus,Flame Art,Flame Art,25,8,10,0,0,0,Strike,2,10,Fist,Yes
Lightning Spiked Caestus,Spiked Caestus,Lightning,Lightning,25,8,10,0,0,0,Strike,2,10,Fist,Yes
Sacred Spiked Caestus,Spiked Caestus,Sacred,Sacred,25,8,10,0,0,0,Strike,2,10,Fist,Yes
Magic Spiked Caestus,Spiked Caestus,Magic,Magic,25,8,10,0,0,0,Strike,2,10,Fist,Yes
Cold Spiked Caestus,Spiked Caestus,Cold,Cold,25,8,10,0,0,0,Strike,2,10,Fist,Yes
Poison Spiked Caestus,Spiked Caestus,Poison,Poison,25,8,10,0,0,0,Strike,2,10,Fist,Yes
Blood Spiked Caestus,Spiked Caestus,Blood,Blood,25,8,10,0,0,0,Strike,2,10,Fist,Yes
Occult Spiked Caestus,Spiked Caestus,Occult,Occult,25,8,10,0,0,0,Strike,2,10,Fist,Yes
Grafted Dragon,Grafted Dragon,None,-,10,20,14,0,16,0,Strike,2.5,5,Fist,Yes
Iron Ball,Iron Ball,None,None,25,11,8,0,0,0,Strike,2.5,5,Fist,Yes
Heavy Iron Ball,Iron Ball,Heavy,Heavy,25,11,8,0,0,0,Strike,2.5,5,Fist,Yes
Keen Iron Ball,Iron Ball,Keen,Keen,25,11,8,0,0,0,Strike,2.5,5,Fist,Yes
Quality Iron Ball,Iron Ball,Quality,Quality,25,11,8,0,0,0,Strike,2.5,5,Fist,Yes
Fire Iron Ball,Iron Ball,Fire,Fire,25,11,8,0,0,0,Strike,2.5,5,Fist,Yes
Flame Art Iron Ball,Iron Ball,Flame Art,Flame Art,25,11,8,0,0,0,Strike,2.5,5,Fist,Yes
Lightning Iron Ball,Iron Ball,Lightning,Lightning,25,11,8,0,0,0,Strike,2.5,5,Fist,Yes
Sacred Iron Ball,Iron Ball,Sacred,Sacred,25,11,8,0,0,0,Strike,2.5,5,Fist,Yes
Magic Iron Ball,Iron Ball,Magic,Magic,25,11,8,0,0,0,Strike,2.5,5,Fist,Yes
Cold Iron Ball,Iron Ball,Cold,Cold,25,11,8,0,0,0,Strike,2.5,5,Fist,Yes
Poison Iron Ball,Iron Ball,Poison,Poison,25,11,8,0,0,0,Strike,2.5,5,Fist,Yes
Blood Iron Ball,Iron Ball,Blood,Blood,25,11,8,0,0,0,Strike,2.5,5,Fist,Yes
Occult Iron Ball,Iron Ball,Occult,Occult,25,11,8,0,0,0,Strike,2.5,5,Fist,Yes
Star Fist,Star Fist,None,None,25,12,8,0,0,0,Strike,3,5,Fist,Yes
Heavy Star Fist,Star Fist,Heavy,Heavy,25,12,8,0,0,0,Strike,3,5,Fist,Yes
Keen Star Fist,Star Fist,Keen,Keen,25,12,8,0,0,0,Strike,3,5,Fist,Yes
Quality Star Fist,Star Fist,Quality,Quality,25,12,8,0,0,0,Strike,3,5,Fist,Yes
Fire Star Fist,Star Fist,Fire,Fire,25,12,8,0,0,0,Strike,3,5,Fist,Yes
Flame Art Star Fist,Star Fist,Flame Art,Flame Art,25,12,8,0,0,0,Strike,3,5,Fist,Yes
Lightning Star Fist,Star Fist,Lightning,Lightning,25,12,8,0,0,0,Strike,3,5,Fist,Yes
Sacred Star Fist,Star Fist,Sacred,Sacred,25,12,8,0,0,0,Strike,3,5,Fist,Yes
Magic Star Fist,Star Fist,Magic,Magic,25,12,8,0,0,0,Strike,3,5,Fist,Yes
Cold Star Fist,Star Fist,Cold,Cold,25,12,8,0,0,0,Strike,3,5,Fist,Yes
Poison Star Fist,Star Fist,Poison,Poison,25,12,8,0,0,0,Strike,3,5,Fist,Yes
Blood Star Fist,Star Fist,Blood,Blood,25,12,8,0,0,0,Strike,3,5,Fist,Yes
Occult Star Fist,Star Fist,Occult,Occult,25,12,8,0,0,0,Strike,3,5,Fist,Yes
Katar,Katar,None,None,25,8,10,0,0,0,Slash/Pierce,2.5,5,Fist,Yes
Heavy Katar,Katar,Heavy,Heavy,25,8,10,0,0,0,Slash/Pierce,2.5,5,Fist,Yes
Keen Katar,Katar,Keen,Keen,25,8,10,0,0,0,Slash/Pierce,2.5,5,Fist,Yes
Quality Katar,Katar,Quality,Quality,25,8,10,0,0,0,Slash/Pierce,2.5,5,Fist,Yes
Fire Katar,Katar,Fire,Fire,25,8,10,0,0,0,Slash/Pierce,2.5,5,Fist,Yes
Flame Art Katar,Katar,Flame Art,Flame Art,25,8,10,0,0,0,Slash/Pierce,2.5,5,Fist,Yes
Lightning Katar,Katar,Lightning,Lightning,25,8,10,0,0,0,Slash/Pierce,2.5,5,Fist,Yes
Sacred Katar,Katar,Sacred,Sacred,25,8,10,0,0,0,Slash/Pierce,2.5,5,Fist,Yes
Magic Katar,Katar,Magic,Magic,25,8,10,0,0,0,Slash/Pierce,2.5,5,Fist,Yes
Cold Katar,Katar,Cold,Cold,25,8,10,0,0,0,Slash/Pierce,2.5,5,Fist,Yes
Poison Katar,Katar,Poison,Poison,25,8,10,0,0,0,Slash/Pierce,2.5,5,Fist,Yes
Blood Katar,Katar,Blood,Blood,25,8,10,0,0,0,Slash/Pierce,2.5,5,Fist,Yes
Occult Katar,Katar,Occult,Occult,25,8,10,0,0,0,Slash/Pierce,2.5,5,Fist,Yes
Clinging Bone,Clinging Bone,None,-,10,8,22,0,0,16,Slash/Pierce,3,5,Fist,Yes
Veteran's Prosthesis,Veteran's Prosthesis,None,-,10,15,12,0,0,0,Slash/Pierce,4,5,Fist,Yes
Cipher Pata,Cipher Pata,None,-,10,0,0,0,30,0,Slash/Pierce,0,5,Fist,Yes
Hookclaws,Hookclaws,None,None,25,8,14,0,0,0,Slash/Pierce,2,3,Claw,Yes
Heavy Hookclaws,Hookclaws,Heavy,Heavy,25,8,14,0,0,0,Slash/Pierce,2,3,Claw,Yes
Keen Hookclaws,Hookclaws,Keen,Keen,25,8,14,0,0,0,Slash/Pierce,2,3,Claw,Yes
Quality Hookclaws,Hookclaws,Quality,Quality,25,8,14,0,0,0,Slash/Pierce,2,3,Claw,Yes
Fire Hookclaws,Hookclaws,Fire,Fire,25,8,14,0,0,0,Slash/Pierce,2,3,Claw,Yes
Flame Art Hookclaws,Hookclaws,Flame Art,Flame Art,25,8,14,0,0,0,Slash/Pierce,2,3,Claw,Yes
Lightning Hookclaws,Hookclaws,Lightning,Lightning,25,8,14,0,0,0,Slash/Pierce,2,3,Claw,Yes
Sacred Hookclaws,Hookclaws,Sacred,Sacred,25,8,14,0,0,0,Slash/Pierce,2,3,Claw,Yes
Magic Hookclaws,Hookclaws,Magic,Magic,25,8,14,0,0,0,Slash/Pierce,2,3,Claw,Yes
Cold Hookclaws,Hookclaws,Cold,Cold,25,8,14,0,0,0,Slash/Pierce,2,3,Claw,Yes
Poison Hookclaws,Hookclaws,Poison,Poison,25,8,14,0,0,0,Slash/Pierce,2,3,Claw,Yes
Blood Hookclaws,Hookclaws,Blood,Blood,25,8,14,0,0,0,Slash/Pierce,2,3,Claw,Yes
Occult Hookclaws,Hookclaws,Occult,Occult,25,8,14,0,0,0,Slash/Pierce,2,3,Claw,Yes
Venomous Fang,Venomous Fang,None,None,25,9,9,0,0,0,Slash/Pierce,2.5,3,Claw,Yes
Heavy Venomous Fang,Venomous Fang,Heavy,Heavy,25,9,9,0,0,0,Slash/Pierce,2.5,3,Claw,Yes
Keen Venomous Fang,Venomous Fang,Keen,Keen,25,9,9,0,0,0,Slash/Pierce,2.5,3,Claw,Yes
Quality Venomous Fang,Venomous Fang,Quality,Quality,25,9,9,0,0,0,Slash/Pierce,2.5,3,Claw,Yes
Fire Venomous Fang,Venomous Fang,Fire,Fire,25,9,9,0,0,0,Slash/Pierce,2.5,3,Claw,Yes
Flame Art Venomous Fang,Venomous Fang,Flame Art,Flame Art,25,9,9,0,0,0,Slash/Pierce,2.5,3,Claw,Yes
Lightning Venomous Fang,Venomous Fang,Lightning,Lightning,25,9,9,0,0,0,Slash/Pierce,2.5,3,Claw,Yes
Sacred Venomous Fang,Venomous Fang,Sacred,Sacred,25,9,9,0,0,0,Slash/Pierce,2.5,3,Claw,Yes
Magic Venomous Fang,Venomous Fang,Magic,Magic,25,9,9,0,0,0,Slash/Pierce,2.5,3,Claw,Yes
Cold Venomous Fang,Venomous Fang,Cold,Cold,25,9,9,0,0,0,Slash/Pierce,2.5,3,Claw,Yes
Poison Venomous Fang,Venomous Fang,Poison,Poison,25,9,9,0,0,0,Slash/Pierce,2.5,3,Claw,Yes
Blood Venomous Fang,Venomous Fang,Blood,Blood,25,9,9,0,0,0,Slash/Pierce,2.5,3,Claw,Yes
Occult Venomous Fang,Venomous Fang,Occult,Occult,25,9,9,0,0,0,Slash/Pierce,2.5,3,Claw,Yes
Bloodhound Claws,Bloodhound Claws,None,None,25,10,15,0,0,0,Slash/Pierce,3,3,Claw,Yes
Heavy Bloodhound Claws,Bloodhound Claws,Heavy,Heavy,25,10,15,0,0,0,Slash/Pierce,3,3,Claw,Yes
Keen Bloodhound Claws,Bloodhound Claws,Keen,Keen,25,10,15,0,0,0,Slash/Pierce,3,3,Claw,Yes
Quality Bloodhound Claws,Bloodhound Claws,Quality,Quality,25,10,15,0,0,0,Slash/Pierce,3,3,Claw,Yes
Fire Bloodhound Claws,Bloodhound Claws,Fire,Fire,25,10,15,0,0,0,Slash/Pierce,3,3,Claw,Yes
Flame Art Bloodhound Claws,Bloodhound Claws,Flame Art,Flame Art,25,10,15,0,0,0,Slash/Pierce,3,3,Claw,Yes
Lightning Bloodhound Claws,Bloodhound Claws,Lightning,Lightning,25,10,15,0,0,0,Slash/Pierce,3,3,Claw,Yes
Sacred Bloodhound Claws,Bloodhound Claws,Sacred,Sacred,25,10,15,0,0,0,Slash/Pierce,3,3,Claw,Yes
Magic Bloodhound Claws,Bloodhound Claws,Magic,Magic,25,10,15,0,0,0,Slash/Pierce,3,3,Claw,Yes
Cold Bloodhound Claws,Bloodhound Claws,Cold,Cold,25,10,15,0,0,0,Slash/Pierce,3,3,Claw,Yes
Poison Bloodhound Claws,Bloodhound Claws,Poison,Poison,25,10,15,0,0,0,Slash/Pierce,3,3,Claw,Yes
Blood Bloodhound Claws,Bloodhound Claws,Blood,Blood,25,10,15,0,0,0,Slash/Pierce,3,3,Claw,Yes
Occult Bloodhound Claws,Bloodhound Claws,Occult,Occult,25,10,15,0,0,0,Slash/Pierce,3,3,Claw,Yes
Raptor Talons,Raptor Talons,None,None,25,6,14,0,0,0,Slash/Pierce,1.5,6,Claw,Yes
Heavy Raptor Talons,Raptor Talons,Heavy,Heavy,25,6,14,0,0,0,Slash/Pierce,1.5,6,Claw,Yes
Keen Raptor Talons,Raptor Talons,Keen,Keen,25,6,14,0,0,0,Slash/Pierce,1.5,6,Claw,Yes
Quality Raptor Talons,Raptor Talons,Quality,Quality,25,6,14,0,0,0,Slash/Pierce,1.5,6,Claw,Yes
Fire Raptor Talons,Raptor Talons,Fire,Fire,25,6,14,0,0,0,Slash/Pierce,1.5,6,Claw,Yes
Flame Art Raptor Talons,Raptor Talons,Flame Art,Flame Art,25,6,14,0,0,0,Slash/Pierce,1.5,6,Claw,Yes
Lightning Raptor Talons,Raptor Talons,Lightning,Lightning,25,6,14,0,0,0,Slash/Pierce,1.5,6,Claw,Yes
Sacred Raptor Talons,Raptor Talons,Sacred,Sacred,25,6,14,0,0,0,Slash/Pierce,1.5,6,Claw,Yes
Magic Raptor Talons,Raptor Talons,Magic,Magic,25,6,14,0,0,0,Slash/Pierce,1.5,6,Claw,Yes
Cold Raptor Talons,Raptor Talons,Cold,Cold,25,6,14,0,0,0,Slash/Pierce,1.5,6,Claw,Yes
Poison Raptor Talons,Raptor Talons,Poison,Poison,25,6,14,0,0,0,Slash/Pierce,1.5,6,Claw,Yes
Blood Raptor Talons,Raptor Talons,Blood,Blood,25,6,14,0,0,0,Slash/Pierce,1.5,6,Claw,Yes
Occult Raptor Talons,Raptor Talons,Occult,Occult,25,6,14,0,0,0,Slash/Pierce,1.5,6,Claw,Yes
Prelate's Inferno Crozier,Prelate's Inferno Crozier,None,None,25,45,8,0,0,0,Strike,23.5,14,Colossal Weapon,No
Prelate's Heavy Inferno Crozier,Prelate's Inferno Crozier,Heavy,Heavy,25,45,8,0,0,0,Strike,23.5,14,Colossal Weapon,No
Prelate's Keen Inferno Crozier,Prelate's Inferno Crozier,Keen,Keen,25,45,8,0,0,0,Strike,23.5,14,Colossal Weapon,No
Prelate's Quality Inferno Crozier,Prelate's Inferno Crozier,Quality,Quality,25,45,8,0,0,0,Strike,23.5,14,Colossal Weapon,No
Prelate's Fire Inferno Crozier,Prelate's Inferno Crozier,Fire,Fire,25,45,8,0,0,0,Strike,23.5,14,Colossal Weapon,No
Prelate's Flame Art Inferno Crozier,Prelate's Inferno Crozier,Flame Art,Flame Art,25,45,8,0,0,0,Strike,23.5,14,Colossal Weapon,No
Prelate's Lightning Inferno Crozier,Prelate's Inferno Crozier,Lightning,Lightning,25,45,8,0,0,0,Strike,23.5,14,Colossal Weapon,No
Prelate's Sacred Inferno Crozier,Prelate's Inferno Crozier,Sacred,Sacred,25,45,8,0,0,0,Strike,23.5,14,Colossal Weapon,No
Prelate's Magic Inferno Crozier,Prelate's Inferno Crozier,Magic,Magic,25,45,8,0,0,0,Strike,23.5,14,Colossal Weapon,No
Prelate's Cold Inferno Crozier,Prelate's Inferno Crozier,Cold,Cold,25,45,8,0,0,0,Strike,23.5,14,Colossal Weapon,No
Prelate's Poison Inferno Crozier,Prelate's Inferno Crozier,Poison,Poison,25,45,8,0,0,0,Strike,23.5,14,Colossal Weapon,No
Prelate's Blood Inferno Crozier,Prelate's Inferno Crozier,Blood,Blood,25,45,8,0,0,0,Strike,23.5,14,Colossal Weapon,No
Prelate's Occult Inferno Crozier,Prelate's Inferno Crozier,Occult,Occult,25,45,8,0,0,0,Strike,23.5,14,Colossal Weapon,No
Watchdog's Staff,Watchdog's Staff,None,-,10,34,10,0,0,0,Strike,19,16.8,Colossal Weapon,No
Great Club,Great Club,None,None,25,35,0,0,0,0,Strike,17,14,Colossal Weapon,No
Heavy Great Club,Great Club,Heavy,Heavy,25,35,0,0,0,0,Strike,17,14,Colossal Weapon,No
Keen Great Club,Great Club,Keen,Keen,25,35,0,0,0,0,Strike,17,14,Colossal Weapon,No
Quality Great Club,Great Club,Quality,Quality,25,35,0,0,0,0,Strike,17,14,Colossal Weapon,No
Fire Great Club,Great Club,Fire,Fire,25,35,0,0,0,0,Strike,17,14,Colossal Weapon,No
Flame Art Great Club,Great Club,Flame Art,Flame Art,25,35,0,0,0,0,Strike,17,14,Colossal Weapon,No
Lightning Great Club,Great Club,Lightning,Lightning,25,35,0,0,0,0,Strike,17,14,Colossal Weapon,No
